userID Actual Vocab
5d0bcf217a581100161860ae 0.15 0.2736140020683945
5e311dd7a390be11ebfc23c3 1.0 0.21312922186677952
5b7b22a5b5727c0001de1369 0.05882352941176471 0.3383629981183872
5a9fe0026219a30001f55a2c 0.19047619047619047 0.4769252242814994
5b5f1cd27757ed000198dcb0 0.15 0.29957234475763905
59922ece7d29e70001730450 0.3684210526315789 0.27580686020854095
5d14f4afcc9ce80001c2b6be 0.6818181818181818 0.5243123217251247
5cb8c4fcccb16200177ab49d 0.2105263157894737 0.3102375605520644
5d41aa9ec61bc300012c73f6 0.0 0.3044959098615332
5e0f443e8205266652153f5e 0.4 0.3252437215990289
5dce29700ad506063969a4a5 0.65 0.32675207964765884
5ee49f3f80158100097e6f8c 0.25 0.3026137663344013
5b56d2c8dede4a0001ee7b36 0.1 0.7966268186854316
5eac2099b273a00513d31d9f 0.45 0.2075842010846386
5d77c0eb4a666c0019561a80 0.09090909090909091 0.5136779563551546
5d3869444a0f0500198dc192 0.25 0.328796407499911
5ceda8920afd6e0016a9ed7b 0.45 0.3032327006192177
5c703ae661dd7e0001a15495 0.1 0.3321645327113498
5df1078df9e75001269f9aef 0.4 0.7783124484411575
59ac162fa372d6000157ed8e 0.29411764705882354 0.3181556561855472
5e372f7ee63d3c000b152fc2 0.8 0.311451510799553
5e2d57b2ce5e9a3542ef6890 0.0 0.17126278353376567
5db14f079975f80012855001 0.125 0.7124033632758285
5f120e2fe67ff7132e8676ca 0.15 0.31154971169086254
5b55dd9ae173e60001963c1b 0.0 0.3383964739397858
5cf9179b8c98dc0001d5a431 0.42857142857142855 0.48482395245297794
5dee9d7e95809453d6550cc6 0.3333333333333333 0.17879454322124366
5daee5d378871500151991ff 0.2 0.5074054243494965
5c8d54044597c00001459b8a 0.6 0.27167672733493065
5dd6d7957beb2966ce4d9e82 0.052631578947368425 0.1739244281873451
5c4490dd4fe4f800016e6cd5 0.3181818181818181 0.5065313872721522
5ee9fc1362000a034812d384 0.5 0.16462313703299147
5c7c3a866fa756000182443e 0.25 0.7861062176537842
5d906cd46ecd0600155804b1 0.29411764705882354 0.3301640910592505
5a7fab56f49c9a0001f3549e 0.3157894736842105 0.7792030203515239
5c636850bad3560001c2749e 0.2631578947368421 0.742200235450727
5e0c773013064443636d7d91 0.1 0.7968168190390673
5c612e1a6467ac0001b8122d 0.15 0.3281673289508036
5db31089a1f8d3000c10a6c5 0.23529411764705885 0.33082627717949
5c34e402b96e660001cb5ce6 0.10526315789473685 0.33360386983421075
56e06fde907c12000ae3ab94 0.55 0.798513210592865
5ddc359be0b21bb985c6804d 0.3125 0.34710327861299684
5a8ad2082a842c0001fce0f2 0.4736842105263158 0.3446387809643754
5c864718d2c07e0001f53603 0.25 0.7941134941994082
5ba8a1d2c16a9c0001497a21 0.2777777777777778 0.33548321797923486
5e9768cc5f33bb22590fb0aa 0.5 0.49081197312607583
5a0dc5fbab721b0001ef8254 0.4 0.2298439787154054
5e17956d94a2dc099b08aee2 0.05 0.7085029176103447
5ca3ab263c73ca00165e1f47 0.2631578947368421 0.33515649984987295
5b45113dcd6a5500018c5dd0 0.1 0.26990896921564267
5de55783e520274db68ca01c 0.4736842105263158 0.31782341017849225
5dc57803c19a5c3e7ae8f683 0.1 0.3331454491240017
5bba89fbe258e8000160ea8f 0.2 0.3409156486560174
5eeb306d69a87827326a862c 0.15 0.36754873120922404
5d45bc6dde2d3a00167079db 0.2 0.20014809331907024
5ec51889e0ceef4580f1d124 0.25 0.7631363395440858
5dfb852818c365010b98958e 0.888888888888889 0.19472260018847476
5c83374a1b699a00111c2e2d 0.15 0.6153963303670216
5bbbf5339697e20001462af2 0.13636363636363635 0.5027099730973752
5d45f6d7da637a00014b9e30 0.1 0.2460455128388308
5b89c9494457e80001f23b86 0.3333333333333333 0.7870082031467616
5e313956077089128744185b 0.2631578947368421 0.30259963901607434
5e7b99d461d3e41ae8ad364e 0.05 0.14760025294455792
5db28a33b1cabf000ed1a01f 0.25 0.21153794450187458
5d23228194f96d00011ddba7 0.35 0.7827360723976636
5dde6acfcaee3edc541ad36b 0.05555555555555556 0.3315834768643642
5dac6c101c1da300147b5d92 0.38888888888888884 0.1981933524259606
5db29ce254945b003c8ef699 0.4210526315789474 0.3364088736108204
