userID Actual Vocab
5b213220809d160001a2c36d 0.4444444444444445 0.2139057566577004
5d9b1ce89d4ead001599ba7e 0.5 0.3358053702270426
5f0214e58782120a8c970fd6 0.0 0.33498289044256646
5c122026e6eb4e0001b2ec82 0.11111111111111112 0.20807794925058642
5a22e6aabf56cc00017701ef 0.1 0.3164270122125097
5d9606b7f04d7d0015a6169a 0.8 0.48604524080968625
5a622b2d13898300014b20d6 0.2105263157894737 0.1498770697379339
5df0c36dcd604d10886592a4 0.25 0.3336472728240871
5c10e5c5753adc0001590f2c 0.05 0.6789620621842353
5b28d18b007d870001c80b4b 0.4615384615384615 0.24681702502459713
5dae21b2232c620011d6a06e 0.5 0.2945233987402338
5be9502561009a00018fd2fb 0.2 0.338016508109491
5d95c68ac9a1c50019225baf 0.4117647058823529 0.31380249232007373
5d00bb3b51669b000136a986 0.2631578947368421 0.32341567857700604
5d78fcd59066d90001a4977a 0.2 0.7516257110015035
5d5ff8b32c4db6001a4c9ca5 0.1 0.6595621730694246
5c883760e0f6e50017f0abbb 0.16666666666666669 0.30397647701812935
5eab7843de4724150babfd6b 0.8636363636363635 0.47006109111511707
573f59f150f5e6000dcc4963 0.15 0.3065880528006276
5ce456ea65535c0019185cd6 0.35 0.22847416428564138
5d1dc2f9bc2b1d001a2415a5 0.16666666666666666 0.7850521241588242
5de682581abb505f23455788 0.125 0.1943875555849337
5e31a1526ef37a1879a94441 0.3 0.5025166575764388
5e6f7716f51849000a34a0b3 0.0 1.0
5e7f9714e74e0c66d2a04098 0.16666666666666666 0.319246275751891
5d973069cb19b600164e2195 0.23529411764705885 0.1688420563403893
5cd168e9f651de0015a062d2 0.2631578947368421 0.7468552955902528
5d21228723c079001923a6ba 0.3333333333333333 0.5250442842988811
5ed416a5b45e9d0ca2e233f6 0.45454545454545453 0.511962227271298
5d53ec22cb1bcf0015f59a65 0.5263157894736842 0.3387376447450975
5d8492ecb485f60018b006a6 0.2857142857142857 0.5082166525026937
5ddff33bb28cf706c57b4c88 0.2 0.33123597328782783
5d2790564ea8d100190b3e4e 0.052631578947368425 0.33113352366479654
5e2a35ee4b7f660a610d186d 0.25 0.755793630571241
5ebe59309264f81ae5a87a30 0.14285714285714285 0.5090373340269402
5eb58476f88d4008fa483809 0.45 0.33109204734134556
5b6f45f685efdf00018a4228 0.11111111111111112 0.28869304118204075
5c81b804b5bfcb00015aee82 0.35 0.20743882871324526
5cf11692db627b001af86a0f 0.0 0.18893759635581797
5cdd2cd048d5f100155fabce 0.5 0.27786717159557317
5d0f89123382180001624f48 0.3 0.19294796408748915
5badcd276322c5000157c196 0.045454545454545456 0.49503690820060475
56f745653bd969000d170c15 0.25 0.1652251440194672
5f027693e9d8624152933196 0.45454545454545453 0.5037704954900634
5ed51cadb2c5c106a6d1f561 0.3 0.33761576388656034
5e07c976f6191f137214e91f 0.05 0.33095289981324405
5cfe32e6e9fbdd00019cf719 0.42857142857142855 0.5170798698259637
5ec1abeeb2a0490cf78d96a4 0.5 0.32334039760885036
5d97c29a26df700016921bd8 0.1 0.34720252818949526
5d4a41890e604c00011ade8b 0.052631578947368425 0.3350015860663449
5de00d05988d7c0877eaa15a 0.5 0.3222750153570366
5e3d309334bbeb107db57b93 0.1 0.29050921568102517
5c3ee593de04ad0001d91352 0.29411764705882354 0.8029264711075604
5d36e5a972282e0019605fa0 0.0 0.20011632040790805
58f669cefb4d7500014af69b 0.0 0.3301640910592505
5e2ac2737916f010b330807f 0.25 0.3050399870025431
5d70ec2138ac7e00012f817b 0.3125 0.7261998080195545
5a57b9dfac5624000153be46 0.22222222222222224 0.3290543624243426
5dfcc5cf7dd4779b542dc38d 0.5 0.30596348429277054
